paper_id,title,year,paper_type,venue,authors,doi,arxiv,url,status,datasets,public_datasets,manufacturing_dataset_candidates,methods,tasks,domains,metrics,synthesis_candidate,candidate_match_location,synthesis_families,source_note
doi:10.1109/cvpr52733.2024.02159,Real-IAD: A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,2024,dataset,CVPR,Chengjie Wang | Wenbing Zhu | Bin-Bin Gao | Zhenye Gan | Jiangning Zhang | Zhihao Gu | Shuguang Qian | Mingang Chen | Lizhuang Ma,10.1109/cvpr52733.2024.02159,,https://realiad4ad.github.io/Real-IAD,processed,Real-IAD,Real-IAD,Real-IAD,Unsupervised anomaly detection | Unsupervised learning | Fully unsupervised industrial anomaly detection,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,no,none,,Papers/Dataset/2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection.md
arxiv:2403.05897,RealNet: A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection,2024,research,arXiv,Ximiao Zhang | Xiuzhuang Zhou | Min Xu,,2403.05897,,processed,MVTec AD | MPDD | BTAD | VisA,BTAD | MPDD | MVTec AD | VisA,BTAD | MPDD | MVTec AD | VisA,RealNet | Diffusion models | Synthetic data generation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - RealNet A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection.md
doi:10.1007/s00170-024-14403-z,Resilient machine learning for steel surface defect detection based on lightweight convolution,2024,research,The International Journal of Advanced Manufacturing Technology,Li-Juan Liu | Yu Zhang | Hamid Reza Karimi,10.1007/s00170-024-14403-z,,https://doi.org/10.1007/s00170-024-14403-z,processed,NEU-DET | GC10-DET,GC10-DET | NEU-DET,GC10-DET | NEU-DET,ScConv | GSConv | VoV-GSCSP | Coordinate attention,Object detection | Metallic surface defect detection,Metal inspection,Average precision | mAP@0.50 | FPS,yes,note body,other generative synthesis,Papers/Research/2024 - Resilient Machine Learning for Steel Surface Defect Detection Based on Lightweight Convolution.md
sha256:174ded8816c007830ea9be967a5fc818b3b3297924016d15342ee787ce82ce5a,Scarcity-GAN: Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets,2024,research,Neurocomputing,Chaobin Xu | Wei Li | Xiaohui Cui | Zhenyu Wang | Fengling Zheng | Xiaowu Zhang | Bin Chen,10.1016/j.neucom.2023.127061,,,processed,O-ring Dataset | Metal Iron Sheet Dataset | CODEBRIM | DAGM | Magnetic Tile Defects | CrackForestDataset,CODEBRIM | Magnetic Tile Defects,CODEBRIM | Magnetic Tile Defects,Scarcity-GAN | GAN | Data augmentation,Surface defect detection | Defect classification,Multi-industry anomaly detection,FID | Precision | Recall | F1-score,yes,structured metadata,GAN-based generation,Papers/Research/2024 - Scarcity-GAN Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets.md
doi:10.1109/icispc63824.2024.00010,Steel Surface Defect Detection Based on Denoising Diffusion Implicit Models with Data Augmentation,2024,systems,"2024 8th International Conference on Imaging, Signal Processing and Communications",Yuhang Hong | Ziwen Wang | Wenzhen Wu | Zhenbing Liu | Benying Tan | Guangxi Chen | Yujie Li,10.1109/icispc63824.2024.00010,,https://doi.org/10.1109/icispc63824.2024.00010,processed,NEU-DET,NEU-DET,NEU-DET,Diffusion models | Data augmentation | YOLO-DSC,Defect detection | Metallic surface defect detection,Metal inspection,mAP@0.50,yes,structured metadata,diffusion-based generation,Papers/Systems/2024 - Steel Surface Defect Detection Based on Denoising Diffusion Implicit Models with Data Augmentation.md
doi:10.1038/s41598-024-57990-3)/author(hongkai,Surface Defect Detection of Hot Rolled Steel Based on Multi-Scale Feature Fusion and Attention Mechanism Residual Block,2024,research,Scientific Reports,Hongkai Zhang | Suqiang Li | Qiqi Miao | Ruidi Fang | Song Xue | Qianchuan Hu | Jie Hu | Sixian Chan,10.1038/s41598-024-57990-3,,https://doi.org/10.1038/s41598-024-57990-3,processed,NEU-DET | GC10-DET | APDDD,APDDD | GC10-DET | NEU-DET,APDDD | GC10-DET | NEU-DET,YOLOv5 | Multi-scale feature fusion and CRA block,Metallic surface defect detection,Metal inspection,mAP | FPS | GFLOPs | Average precision,no,none,,Papers/Research/2024 - Surface Defect Detection of Hot Rolled Steel Based on Multi-Scale Feature Fusion and Attention Mechanism Residual Block.md
doi:10.1088/1361-6501/ad5b7c,Surface Defect Detection of Strip Steel Based on GT-CutMix Augmentation Algorithm and Improved DSSD Model,2024,research,Measurement Science and Technology,Liyuan Lin | Aolin Wen | Ying Wang | Shuxian Zhao | Shun Zhang | Jingpeng Yan | Yuan Zhou | Weibin Zhou,10.1088/1361-6501/ad5b7c,,https://doi.org/10.1088/1361-6501/ad5b7c,processed,NEU-DET | X-SDD,NEU-DET | X-SDD,NEU-DET | X-SDD,GT-CutMix | Data augmentation,Defect detection | Metallic surface defect detection,Metal inspection,mAP,no,none,,Papers/Research/2024 - Surface Defect Detection of Strip Steel Based on GT-CutMix Augmentation Algorithm and Improved DSSD Model.md
arxiv:2411.11029,Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,2024,research,arXiv,Yin-Yin Bao | Er-Chao Li | Hong-Qiang Yang | Bin-Bin Jia,,2411.11029,https://arxiv.org/abs/2411.11029,processed,WM-811K,WM-811K,WM-811K,Autoencoder-decoder data augmentation | Data augmentation | Deep convolutional neural network,Wafer map defect classification,Semiconductor and electronics,Accuracy | Precision | Recall | F1-score | AU-ROC | Average precision,yes,note body,GAN-based generation,Papers/Research/2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network.md
arxiv:2511.15440,A Dataset and Baseline for Deep Learning-Based Visual Quality Inspection in Remanufacturing,2025,dataset,IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),Johannes C. Bauer | Paul Geng | Stephan Trattnig | Petr Dokladal | Rudiger Daub,10.1109/ETFA65518.2025.11205777,2511.15440,https://doi.org/10.1109/ETFA65518.2025.11205777,processed,Gearbox components remanufacturing inspection dataset,Gearbox components remanufacturing inspection dataset,Gearbox components remanufacturing inspection dataset,Contrastive regularization loss | Deep convolutional neural network | Vision Transformer,Defect classification,Remanufacturing inspection | Automotive manufacturing,F1-score,yes,note body,simulation | procedural synthesis,Papers/Dataset/2025 - A Dataset and Baseline for Deep Learning-Based Visual Quality Inspection in Remanufacturing.md
doi:10.1038/s41597-025-04454-6,A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,2025,dataset,Scientific Data,Lin Wu | Yu Ran | Li Yan | Yixing Liu | You Song | Dongran Han,10.1038/s41597-025-04454-6,,https://doi.org/10.1038/s41597-025-04454-6,processed,MSDD | NEU-DET | GC10-DET,GC10-DET | MSDD | NEU-DET,GC10-DET | MSDD | NEU-DET,Photometric stereo | Stroboscopic Illuminant Image Acquisition | Taylor Series Channel Mixer | Phase-Invariant Feature Module | YOLOv5 | YOLOv8 | FCOS | RT-DETR,Casting surface defect detection | Object detection,Metal inspection,mAP@0.50 | mAP | Average precision | MSE | PSNR | SSIM,no,none,,Papers/Dataset/2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo.md
sha256:5cc0a2064e59e599d27b39d848d0aac34e7f85c2fb70a3bb552a0a71a95b62e5,A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning,2025,research,,Shin,,,,processed,Taiwan company 21-defect wafer map dataset,,,Active learning | Deep convolutional neural network,Wafer map defect classification,Semiconductor and electronics,Precision | Recall,no,note body,,Papers/Research/2025 - A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning.md
doi:10.1109/ijcnn64981.2025.11228398,A High-Quality Sample Generation Method via Cross-Scale Diffusion for Steel Defect Detection,2025,research,International Joint Conference on Neural Networks,Ziyang Zhu | Feng Wang,10.1109/ijcnn64981.2025.11228398,,https://doi.org/10.1109/ijcnn64981.2025.11228398,processed,NEU-CLS,Northeastern University (NEU) surface defect database,Northeastern University (NEU) surface defect database,DDPM-CSD | Diffusion models | Synthetic data generation,Defect classification | Metallic surface defect detection,Metal inspection,FID | Accuracy,yes,structured metadata,diffusion-based generation,Papers/Research/2025 - A High-Quality Sample Generation Method via Cross-Scale Diffusion for Steel Defect Detection.md
doi:10.32604/cmc.2024.058063,A Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection,2025,research,"Computers, Materials & Continua",Xiaoyun Chen | Lanyao Zhang | Xiaoling Chen | Yigang Cen | Linna Zhang | Fugui Zhang,10.32604/cmc.2024.058063,,https://doi.org/10.32604/cmc.2024.058063,processed,Dataset of Solar Cells Defect Segmentation | PVEL-AD,Dataset of Solar Cells Defect Segmentation | PVEL-AD,Dataset of Solar Cells Defect Segmentation | PVEL-AD,LMFF | Depthwise separable convolution | Segmentation Models | Computer Vision Models,Solar cell defect detection | Defect segmentation,Solar cells and photovoltaic,IoU | mIoU | F1-score | Foreground pixel accuracy | Background pixel accuracy | Mean pixel accuracy | Inference time | FPS | GFLOPs | Parameter count,yes,note body,other generative synthesis,Papers/Research/2025 - Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection.md
sha256:a76bb886db3f736d8103741a70ca452a56a538f66d6ecede310c80e809d4dc2f,Accurate industrial anomaly detection with efficient multimodal fusion,2025,research,Array,Dinh-Cuong Hoang | Phan Xuan Tan | Anh-Nhat Nguyen | Ta Huu Anh Duong | Tuan-Minh Huynh | Duc-Manh Nguyen | Minh-Duc Cao | Duc-Huy Ngo | Thu-Uyen Nguyen | Khanh-Toan Phan | Minh-Quang Do | Xuan-Tung Dinh | Van-Hiep Duong | Ngoc-Anh Hoang | Van-Thiep Nguyen,10.1016/j.array.2025.100512,,https://doi.org/10.1016/j.array.2025.100512,processed,MVTec AD | VisA,MVTec AD | VisA,MVTec AD | VisA,Synthetic data generation | Defect synthesis | Data augmentation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,yes,structured metadata,other generative synthesis,Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion.md
doi:10.1038/s41598-025-14478-y,Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images,2025,research,Scientific Reports,Mostafa A. Ebied | Amr Munshi | Shakir A. Alhuzali | Mohamed M. El-sotouhy | Amr I. Shehta | M. S. Elborlsy,10.1038/s41598-025-14478-y,,https://doi.org/10.1038/s41598-025-14478-y,processed,ELPV Dataset,ELPV Dataset,ELPV Dataset,GAN | Data augmentation | Synthetic data generation,Solar cell defect detection | Defect classification,Solar cells and photovoltaic,Precision | Recall | F1-score | Accuracy,yes,structured metadata,GAN-based generation,Papers/Research/2025 - Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images.md
doi:10.1109/jphotov.2025.3562931,Advanced Photovoltaic Module Characterization: Using Image Transformers for Current-Voltage Curve Prediction From Electroluminescence Images,2025,research,IEEE Journal of Photovoltaics,Brandon K. Byford | Laura E. Boucheron | Bruce H. King | Jennifer L. Braid,10.1109/JPHOTOV.2025.3562931,,https://doi.org/10.1109/JPHOTOV.2025.3562931,processed,PV-IV-EL,PV-IV-EL,PV-IV-EL,Swin Transformer | Data augmentation,PV module current-voltage curve prediction,Solar cells and photovoltaic,Mean Absolute Error | Mean Squared Error | Maximum power point | Short-circuit current | Open-circuit voltage,no,none,,Papers/Research/2025 - Advanced Photovoltaic Module Characterization Using Image Transformers for Current-Voltage Curve Prediction From Electroluminescence Images.md
doi:10.1088/2053-1591/add98f,AI-driven fabric classification: real-time implementation for sustainable textile practices in industry 5.0,2025,research,Materials Research Express,Noreen Akram | Rizwan Aslam Butt | Muhammad Amir Qureshi,10.1088/2053-1591/add98f,,https://doi.org/10.1088/2053-1591/add98f,processed,DME Fabric Defect Detection Dataset,DME Fabric Defect Detection Dataset,DME Fabric Defect Detection Dataset,Particle Swarm Optimization | Data augmentation,Defect classification | Textile defect detection,Textile and fiber inspection,Accuracy | Precision | Recall | F1-score,yes,note body,other generative synthesis,Papers/Research/2025 - AI-driven fabric classification.md
doi:10.48550/arxiv.2412.06510,AnomalyControl: Learning Cross-modal Semantic Features for Controllable Anomaly Synthesis,2025,research,arXiv,Shidan He | Lei Liu | Xiujun Shu | Bo Wang | Yuanhao Feng | Shen Zhao,10.48550/arxiv.2412.06510,2412.06510,,processed,MVTec AD | MPDD,MPDD | MVTec AD,MPDD | MVTec AD,AnomalyControl | Synthetic data generation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,Inception Score | LPIPS | AU-ROC | Average precision | F1-score,yes,structured metadata,other generative synthesis,Papers/Research/2025 - AnomalyControl Learning Cross-Modal Semantic Features for Controllable Anomaly Synthesis.md
doi:10.3390/textiles5020012,Artificial Intelligence Driving Innovation in Textile Defect Detection,2025,review,Textiles,Ahmet Ozek | Mine Seckin | Pinar Demircioglu | Ibrahim Bogrekci,10.3390/textiles5020012,,https://doi.org/10.3390/textiles5020012,processed,AITEX | Lusitano | TILDA | ZJU-Leaper,AITEX | Lusitano | TILDA | ZJU-Leaper,AITEX | Lusitano | TILDA | ZJU-Leaper,Data augmentation | Synthetic data generation | GAN,Textile defect detection,Textile and fiber inspection,,yes,structured metadata,GAN-based generation,Papers/Review/2025 - Artificial Intelligence Driving Innovation in Textile Defect Detection.md
doi:10.1177/15589250241313158,Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation,2025,research,Journal of Engineered Fibers and Fabrics,Ning Dai | Xiaohan Hu | Kaixin Xu | Xudong Hu | Yanhong Yuan | Bo Cao | Luhong Shi,10.1177/15589250241313158,,https://doi.org/10.1177/15589250241313158,processed,DAGM2007 | TILDA,DAGM2007 | TILDA,DAGM2007 | TILDA,Super-resolution data augmentation | Data augmentation,Textile defect detection,Textile and fiber inspection,Precision | Recall | F1-score | mAP | FID | PSNR | SSIM | LPIPS,yes,note body,other generative synthesis,Papers/Research/2025 - Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation.md
doi:10.37391/ijeer.130411,Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0 with Real-Time Deployment,2025,research,International Journal of Electrical and Electronics Research,Mosbah Laouamer | Mohammed Adaika | Souhaib Remha | Abdelkader Mahmoudi | Hamza Adaika,10.37391/ijeer.130411,,https://ijeer.forexjournal.co.in/archive/volume-13/ijeer-130411.html,processed,PV Panel Defect Dataset,PV Panel Defect Dataset,PV Panel Defect Dataset,Data augmentation,Solar panel classification | Defect classification,Solar cells and photovoltaic,Accuracy | Precision | Recall | F1-score,yes,note body,other generative synthesis,Papers/Research/2025 - Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0.md
sha256:db962ff1b9e352c5568ab951a19ab0605ee603fbebedfb4d16cbe78d4c2cc3cb,Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,2025,research,Przeglad Elektrotechniczny,Alicja Lenarczyk,10.15199/48.2025.10.25,,https://doi.org/10.15199/48.2025.10.25,processed,PV Panel Defect Dataset,PV Panel Defect Dataset,PV Panel Defect Dataset,ResNet-18 | MobileNet | Support vector machine | Random forest | XGBoost | LIME,Solar cell defect detection | Defect classification,Solar cells and photovoltaic,Accuracy | Precision | Recall | F1-score,no,none,,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features.md
doi:10.1109/jas.2025.125228,CSDD: A Benchmark Dataset for Casting Surface Defect Detection and Segmentation,2025,dataset,IEEE/CAA Journal of Automatica Sinica,Kai Mao | Ping Wei | Yangyang Wang | Meiqin Liu | Shuaijie Wang | Nanning Zheng,10.1109/JAS.2025.125228,,https://doi.org/10.1109/JAS.2025.125228,processed,CSDD,CSDD,CSDD,YOLOv5 with global attention and partial convolution | YOLOv5 | U-Net,Casting surface defect detection | Defect segmentation,Metal inspection,Average precision | mAP | IoU | mIoU | GFLOPs,yes,note body,simulation,Papers/Dataset/2025 - CSDD A Benchmark Dataset for Casting Surface Defect Detection and Segmentation.md
doi:10.36443/10259/9965,Dataset for defect detection in textile manufacturing,2025,dataset,Data in Brief,Beatriz Gil-Arroyo | Juan Marcos Sanz | Angel Arroyo | Daniel Urda | Nuno Basurto | Alvaro Herrero,10.1016/j.dib.2025.111451,,https://doi.org/10.1016/j.dib.2025.111451,processed,Batavia and Sarga woven fabric images,Batavia and Sarga woven fabric images,Batavia and Sarga woven fabric images,image patch slicing,Textile defect detection,Textile and fiber inspection,,yes,note body,other generative synthesis,Papers/Dataset/2025 - Dataset for Defect Detection in Textile Manufacturing.md
arxiv:2408.13509,Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation,2025,research,arXiv,Ying Jin | Jinlong Peng | Qingdong He | Teng Hu | Jiafu Wu | Hao Chen | Haoxuan Wang | Wenbing Zhu | Mingmin Chi | Jun Liu | Yabiao Wang,,2408.13509,,processed,MVTec AD,MVTec AD,MVTec AD,DualAnoDiff | Diffusion models | Few-shot zero-shot learning | Synthetic data generation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | Average precision | F1-score | Accuracy | Inception Score | LPIPS,yes,structured metadata,diffusion-based generation,Papers/Research/2025 - Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation.md
sha256:d6aff6091e2ef30611645407bc73b0be9ea5c6cb3f0848f6c23d2bbcf960990d,Enhancing Glass Defect Detection with Diffusion Models: Addressing Imbalanced Datasets in Manufacturing Quality Control,2025,research,Computer and Decision Making,Sajjad Rezvani Boroujeni | Hossein Abedi | Tom Bush,10.59543/comdem.v2i.14391,2505.03134,https://doi.org/10.59543/comdem.v2i.14391,processed,MVTec AD,MVTec AD,MVTec AD,Diffusion models | Learned generative synthesis | Data augmentation,Glass container defect detection | Defect classification | Industrial anomaly detection,Glass inspection,Accuracy | Precision | Recall | F1-score | AU-ROC,yes,structured metadata,diffusion-based generation,Papers/Research/2025 - Enhancing Glass Defect Detection with Diffusion Models.md
sha256:46aff253929882b434092f09c20ab59c73f732ae728c3230cd9fb86841d2eaa2,Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation,2025,research,IJCAI 2025,Xiangyue Li | Xiaoyang Wang | Zhibin Wan | Quan Zhang | Yupei Wu | Tao Deng | Mingjie Sun,,,,processed,MVTec AD | Real-IAD,MVTec AD | Real-IAD,MVTec AD | Real-IAD,Image-mask aligned diffusion synthesis | Diffusion models | Defect synthesis,Defect segmentation | Industrial anomaly detection,Multi-industry anomaly detection,mIoU | Dice score | FID | Inception Score | LPIPS,yes,structured metadata,diffusion-based generation,Papers/Research/2025 - Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation.md
doi:10.1109/icme59968.2025.11208914,HSS-IAD: A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset,2025,dataset,ICME,Qingsong Wang | Shengyang Gao | Wenqiang Zhang,10.1109/icme59968.2025.11208914,9968.2025,,processed,HSS-IAD,HSS-IAD,HSS-IAD,Unsupervised learning | Unsupervised anomaly detection,Industrial anomaly detection,Metal inspection,AU-ROC,yes,note body,other generative synthesis,Papers/Dataset/2025 - HSS-IAD A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset.md
sha256:5e1a13b560b2ef7395ad4a7a37d67e4a81bd73a9b94dc27a00d290e0e6406161,Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,2025,research,Sensors,Junxian Li | Mingxing Li | Shucheng Huang | Gang Wang,10.3390/s25123721,,https://doi.org/10.3390/s25123721,processed,MVTec AD,MVTec AD,MVTec AD,Defect synthesis | Synthetic data generation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,yes,structured metadata,other generative synthesis,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation.md
doi:10.1109/tcsvt.2024.3479887,Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection,2025,research,IEEE Transactions on Circuits and Systems for Video Technology,Qiyu Chen | Huiyuan Luo | Han Gao | Chengkan Lv | Zhengtao Zhang,10.1109/tcsvt.2024.3479887,,,processed,MVTec AD | VisA | MPDD,MPDD | MVTec AD | VisA,MPDD | MVTec AD | VisA,PBAS | Synthetic data generation,Industrial anomaly detection,Multi-industry anomaly detection,AU-ROC | AU-PRO | Average precision,yes,structured metadata,other generative synthesis,Papers/Research/2025 - Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection.md
sha256:f88f5bc6bb3b92ec6e8e59324f5b7bc31c71be8d3c4c1adc43ad437be0a1aac6,Real-IAD D3: A Real-World 2D/Pseudo-3D/3D Dataset for Industrial Anomaly Detection,2025,dataset,CVPR,Wenbing Zhu | Lidong Wang | Ziqing Zhou | Chengjie Wang | Yurui Pan | Ruoyi Zhang | Zhuhao Chen | Linjie Cheng | Bin-Bin Gao | Jiangning Zhang | Zhenye Gan | Yuxie Wang | Yulong Chen | Shuguang Qian | Mingmin Chi | Bo Peng | Lizhuang Ma,,,,processed,Real-IAD D3 | Real-IAD | MVTec3D,MVTec3D | Real-IAD,MVTec3D | Real-IAD,Photometric stereo | Unsupervised anomaly detection,Industrial anomaly detection,Multi-industry anomaly detection,AU-ROC | AU-PRO,yes,note body,other generative synthesis,Papers/Dataset/2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection.md
doi:10.1088/1361-6501/adb327,Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,2025,research,Measurement Science and Technology,Jialin Li | Ran Tao | Shirong Li | Yuxiong Li | Xianzhen Huang,10.1088/1361-6501/adb327,2022.10155,https://doi.org/10.1088/1361-6501/adb327,processed,WM-811K | MixedWM38,MixedWM38 | WM-811K,MixedWM38 | WM-811K,JRGAN | GAN | Data augmentation | Synthetic data generation | ResNet-18,Wafer map defect classification,Semiconductor and electronics,Accuracy | Precision | Recall | F1-score,yes,structured metadata,GAN-based generation,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network.md
doi:10.48550/arxiv.2410.14987,SeaS: Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,2025,research,arXiv,Zhewei Dai | Shilei Zeng | Haotian Liu | Xurui Li | Feng Xue | Yu Zhou,10.48550/arxiv.2410.14987,2410.14987,https://arxiv.org/abs/2410.14987,processed,MVTec AD | VisA | MVTec3D,MVTec AD | MVTec3D | VisA,MVTec AD | MVTec3D | VisA,Synthetic data generation | Data augmentation | Few-shot zero-shot learning | Diffusion models | U-Net,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,Inception Score | LPIPS | KID | AU-ROC | Average precision | F1-score | IoU,yes,structured metadata,diffusion-based generation,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning.md
doi:10.1109/tim.2025.3565049,Segmentation-Enhanced Overlapped Defect Identification for Multipatterns Wafer Maps,2025,research,IEEE Transactions on Instrumentation and Measurement,Tianming Ni | Wen Jiang | Huaguo Liang | Xiaoqing Wen | Mu Nie,10.1109/TIM.2025.3565049,,https://doi.org/10.1109/TIM.2025.3565049,processed,MixedWM38,MixedWM38,MixedWM38,SEODI | YOLOv7 | U-Net | Data augmentation,Wafer map defect classification | Defect segmentation | Defect detection,Semiconductor and electronics,mAP | Precision | Recall | F1-score | Exact match,yes,structured metadata,rule-based insertion,Papers/Research/2025 - Segmentation-Enhanced Overlapped Defect Identification for Multipatterns Wafer Maps.md
doi:10.1109/access.2025.3580864,Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion,2025,research,IEEE Access,Rizwan Ali Shah | Odilbek Urmonov | Hyungwon Kim,10.1109/access.2025.3580864,,https://doi.org/10.1109/ACCESS.2025.3580864,processed,MVTec AD | VisA | KolektorSDD2,KolektorSDD2 | MVTec AD | VisA,KolektorSDD2 | MVTec AD | VisA,Affine anomaly insertion | Defect synthesis | Data augmentation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | Average precision,yes,structured metadata,rule-based insertion,Papers/Research/2025 - Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion.md
doi:10.1007/s10845-024-02559-0,Simulation of semiconductor wafer dicing induced faults on chips and their application as augmentation method for a deep learning based visual inspection system,2025,research,Journal of Intelligent Manufacturing,Michael Friedrich | Tobias Schlosser | Danny Kowerko,10.1007/s10845-024-02559-0,,https://doi.org/10.1007/s10845-024-02559-0,processed,Semiconductor visual inspection dataset,,,Spline-based wafer dicing fault synthesis | Procedural and simulation-based synthesis | Domain randomization | Data augmentation,Semiconductor wafer dicing fault classification | Defect classification,Semiconductor and electronics,F1-score | Recall | Specificity | Relative improvement,no,structured metadata,,Papers/Research/2025 - Simulation of semiconductor wafer dicing induced faults on chips.md
doi:10.1038/s41598-025-24225-y,Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention and Multi-Scale Feature Bi-Directional Path Aggregation Network,2025,research,Scientific Reports,Jiaqi Li | Huadiao Long | Meiyan Liu | Yi Huang | Nengsheng Bao,10.1038/s41598-025-24225-y,,https://doi.org/10.1038/s41598-025-24225-y,processed,MSD | SSGD,MSD | SSGD,MSD | SSGD,DY-YOLO | YOLOv8,Smartphone screen glass defect detection | Object detection,Glass inspection,Precision | Recall | F1-score | mAP | mAP@0.50 | FPS | GFLOPs | Parameter count | Inference time,no,none,,Papers/Research/2025 - Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention.md
doi:10.1109/eeae65901.2025.11273362,Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging,2025,research,10th International Conference on Energy Efficiency and Agricultural Engineering,Panagiotis Christakakis | Periklis Dimou | Panagiotis Symeonidis | Dimosthenis Ioannidis | Dimitrios Tzovaras | Eleftheria Maria Pechlivani,10.1109/EEAE65901.2025.11273362,,https://doi.org/10.1109/EEAE65901.2025.11273362,processed,Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,YOLOv11 | Infrared thermography | Synthetic data generation | Defect synthesis | Poisson defect image augmentation,PV panel fault detection | Object detection,Solar cells and photovoltaic,Precision | Recall | mAP@0.50,yes,structured metadata,other generative synthesis,Papers/Research/2025 - Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging.md
doi:10.3390/jimaging11080252,"Synthetic Scientific Image Generation with VAE, GAN, and Diffusion Model Architectures",2025,review,Journal of Imaging,Sordo | Chagnon | Hu | Donatelli | Andeer | Nico | Northen | Ushizima,10.3390/jimaging11080252,,https://doi.org/10.3390/jimaging11080252,processed,CMC microCT dataset | EcoFAB root image dataset | Rocks microCT dataset,,,Variational Autoencoder | GAN | Diffusion models | Learned generative synthesis,Scientific image generation,Scientific imaging | Nondestructive testing,SSIM | LPIPS | FID | CLIPScore,no,structured metadata,,Papers/Review/2025 - Synthetic Scientific Image Generation with VAE GAN and Diffusion Model Architectures.md
