node_id,node_type,title,aliases,status,year,paper_type,availability,paper_key,doi,url,source_note
Datasets/Public/Magnetic Tile Defects,Datasets,Magnetic Tile Defects,Magnetic Tile Defects | Magnetic Tile Defect Dataset | Magnetic tile defect datasets | Magnetic tile surface defects,,,,public,,,https://github.com/abin24/Magnetic-tile-defect-datasets.,Datasets/Public/Magnetic Tile Defects.md
Datasets/Public/Metal Surface Defects Dataset,Datasets,Metal Surface Defects Dataset,C5Data2 | c5data2 | niclinn/c5data2,subset,,,public,,,https://www.kaggle.com/datasets/niclinn/c5data2,Datasets/Public/Metal Surface Defects Dataset.md
Datasets/Public/MixedWM38,Datasets,MixedWM38,MixedWM38 wafer map dataset,,,,public,,,https://github.com/Junliangwangdhu/WaferMap,Datasets/Public/MixedWM38.md
Datasets/Public/MNIST,Datasets,MNIST,MNIST dataset,,,,public,,,http://www.research.att.com/~yann/ocr/mnist,Datasets/Public/MNIST.md
Datasets/Public/Monkaa,Datasets,Monkaa,,,,,public,,,http://lmb.informatik.uni-freiburg.de/resources/datasets/,Datasets/Public/Monkaa.md
Datasets/Public/MPDD,Datasets,MPDD,MPDD,,,,public,,,https://github.com/stepanje/MPDD,Datasets/Public/MPDD.md
Datasets/Public/MPDD2,Datasets,MPDD2,MPDD2 | Metal Parts Defect Detection Dataset 2 | Real-world industrial anomaly benchmark dataset | metal parts fabrication anomaly benchmark,,,,public,,,https://github.com/stepanje/MPDD2,Datasets/Public/MPDD2.md
Datasets/Public/MSD,Datasets,MSD,Mobile Phone Screen Surface Defect Dataset | MSD smartphone screen defect dataset | Mobile phone screen Surface Defect dataset,,,,public,,,https://github.com/jianzhang96/MSD,Datasets/Public/MSD.md
Datasets/Public/MSDD,Datasets,MSDD,Metal Surface Defect Dataset | MSDD | Photometric stereo complex structured parts dataset | Complex structured parts surface defect dataset,,,,public,,,https://doi.org/10.57760/sciencedb.10794,Datasets/Public/MSDD.md
Datasets/Public/MVEP,Datasets,MVEP,MVEP version1 | Multi-View Evaluation Protocol for Glass Container Inspection,,,,public,,,https://datasets.projet.liris.cnrs.fr/mvep-version1,Datasets/Public/MVEP.md
Datasets/Public/MVTec AD,Datasets,MVTec AD,MVTec2D,,,,public,,,https://www.mvtec.com/research-teaching/datasets/mvtec-ad,Datasets/Public/MVTec AD.md
Datasets/Public/MVTec AD 2,Datasets,MVTec AD 2,MVTec AD 2 Dataset,,,,public,,,https://www.mvtec.com/research-teaching/datasets/mvtec-ad-2,Datasets/Public/MVTec AD 2.md
Datasets/Public/MVTec Caption,Datasets,MVTec Caption,MVTec Caption,,,,public,,,https://github.com/hujiecpp/MVTec-Caption,Datasets/Public/MVTec Caption.md
Datasets/Public/MVTec LOCO AD,Datasets,MVTec LOCO AD,MVTec LOCO AD,,,,public,,,https://www.mvtec.com/research-teaching/datasets/mvtec-loco-ad,Datasets/Public/MVTec LOCO AD.md
Datasets/Public/MVTec3D,Datasets,MVTec3D,MVTec 3D,,,,public,,,https://www.mvtec.com/research-teaching/datasets/mvtec-3d-ad,Datasets/Public/MVTec3D.md
Datasets/Public/NEU-CLS,Datasets,Northeastern University (NEU) surface defect database,Northeastern University surface defect database | NEU surface defect database | NEU-CLS | NEU classification dataset,,,,public,,,https://faculty.neu.edu.cn/songkechen/zh_CN/zdylm/263270/list/index.htm,Datasets/Public/NEU-CLS.md
Datasets/Public/NEU-DET,Datasets,NEU-DET,Northeastern University surface defect dataset,,,,public,,,https://faculty.neu.edu.cn/songkechen/zh_CN/zdylm/263270/list/index.htm,Datasets/Public/NEU-DET.md
Datasets/Public/NEU-SEG,Datasets,NEU-SEG,NEU-SEG | NEU-Seg | NEU Seg,,,,public,,,http://faculty.neu.edu.cn/songkechen/zh_CN/zdylm/263270/list/index.htm,Datasets/Public/NEU-SEG.md
Datasets/Public/Open Stamped Parts Dataset,Datasets,Open Stamped Parts Dataset,OSPD | Open Stamped Parts Dataset | Synthetic-OSPD,,,,public,,10.48550/arXiv.2403.10369,https://214557p1st.blob.core.windows.net/public/case2024.ZIP,Datasets/Public/Open Stamped Parts Dataset.md
Datasets/Public/Pharmaceutical bag thermal sealing defect dataset,Datasets,Pharmaceutical bag thermal sealing defect dataset,Thermal imaging pharmaceutical bag sealing defect dataset,,,,public,,,https://doi.org/10.5281/zenodo.18616983,Datasets/Public/Pharmaceutical bag thermal sealing defect dataset.md
Datasets/Public/PV Panel Defect Dataset,Datasets,PV Panel Defect Dataset,PV panel defect dataset | Alicja Lenarczyk PV Panel Defect Dataset | Solar PV panel defect dataset,,,,public,,,https://www.kaggle.com/datasets/alicjalena/pv-panel-defect-dataset,Datasets/Public/PV Panel Defect Dataset.md
Datasets/Public/PV-IV-EL,Datasets,PV-IV-EL,Photovoltaic Module Current-Voltage and Electroluminescence Image Data | Photovoltaic Module Current-Voltage and Electroluminescence Image Data (PV-IV-EL),,,,public,,,https://data.openei.org/submissions/8378,Datasets/Public/PV-IV-EL.md
Datasets/Public/PV-Multi-Defect,Datasets,PV-Multi-Defect,PV Multi-Defect dataset | PV panel surface-defect detection dataset,,,,public,,,https://github.com/CCNUZFW/PV-Multi-Defect,Datasets/Public/PV-Multi-Defect.md
Datasets/Public/PVEL-AD,Datasets,PVEL-AD,PV EL Anomaly Detection dataset | PVEL-AD-2021 | PVEL-AD-2019 | PV Panel EL,,,,public,,,https://github.com/binyisu/PVEL-AD,Datasets/Public/PVEL-AD.md
Datasets/Public/rCXR,Datasets,rCXR,re-curated chest X-ray,,,,public,,,,Datasets/Public/rCXR.md
Datasets/Public/Real-IAD,Datasets,Real-IAD,Real-IAD,,,,public,,,https://realiad4ad.github.io/Real-IAD,Datasets/Public/Real-IAD.md
Datasets/Public/RSW gun fault prediction benchmark dataset,Datasets,RSW gun fault prediction benchmark dataset,RSW gun fault prediction benchmark data set | Resistance spot welding gun fault prediction benchmark dataset | Welding gun fault prediction benchmark dataset,,,,public,,10.5281/zenodo.7655193,https://zenodo.org/records/7655193,Datasets/Public/RSW gun fault prediction benchmark dataset.md
Datasets/Public/SCAN,Datasets,SCAN,Simplified CommAI Navigation tasks,,,,public,,,https://github.com/brendenlake/SCAN,Datasets/Public/SCAN.md
Datasets/Public/Severstal Steel Defect Dataset,Datasets,Severstal Steel Defect Dataset,Severstal Steel defect dataset | Severstal Steel,stable,,,public,,,https://www.kaggle.com/c/severstal-steel-defect-detection,Datasets/Public/Severstal Steel Defect Dataset.md
Datasets/Public/SolarDK,Datasets,SolarDK,SolarDK dataset | SolarDK: A high-resolution urban solar panel image classification and localisation dataset,,,,public,,,https://osf.io/aj539/overview,Datasets/Public/SolarDK.md
Datasets/Public/SSGD,Datasets,SSGD,Smartphone Screen Glass Dataset | Smartphone screen glass defect dataset,,,,public,,,https://github.com/VincentHancoder/SSGD,Datasets/Public/SSGD.md
Datasets/Public/Structural Adhesive Defects Dataset,Datasets,Structural Adhesive Defects Dataset,GAN_Synth_Adhesive | GAN Structural Adhesive Dataset | Structural adhesive GAN dataset | Structural Adhesive Defects | adhesive1024,stable,,,public,,,https://github.com/RicardoSPeres/GAN_Synth_Adhesive/releases/tag/v1.0,Datasets/Public/Structural Adhesive Defects Dataset.md
Datasets/Public/SYNTHIA,Datasets,SYNTHIA,SYNTHIA dataset,,,,public,,,http://adas.cvc.uab.es/synthia,Datasets/Public/SYNTHIA.md
Datasets/Public/Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,Datasets,Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,Thermal PV Panel Detection Dataset for UAV Inspection | Synthetic PV fault dataset | UAV thermal PV panel detection dataset,,,,public,,10.5281/zenodo.16420123,https://zenodo.org/records/16420123,Datasets/Public/Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection.md
Datasets/Public/Tianchi aluminium profile surface defect dataset,Datasets,Tianchi aluminium profile surface defect dataset,Tianchi aluminum profile surface defect dataset | Tianchi aluminium profile defect dataset,,,,public,,,,Datasets/Public/Tianchi aluminium profile surface defect dataset.md
Datasets/Public/Tianchi-TILE,Datasets,Tianchi-TILE,Aliyun Tianchi ceramic tile defect detection dataset,,,,public,,,,Datasets/Public/Tianchi-TILE.md
Datasets/Public/TILDA,Datasets,TILDA,TILDA Textile Texture Database | TILDA Textile Texture-Database,,,,public,,,https://lmb.informatik.uni-freiburg.de/resources/datasets/tilda.en.html,Datasets/Public/TILDA.md
Datasets/Public/VisA,Datasets,VisA,VisA,,,,public,,,https://github.com/amazon-science/spot-diff,Datasets/Public/VisA.md
Datasets/Public/WM-811K,Datasets,WM-811K,WM811K | WM-811k,,,,public,,,https://www.kaggle.com/datasets/qingyi/wm811k-wafer-map/data,Datasets/Public/WM-811K.md
Datasets/Public/Workpiece surface defect dataset,Datasets,Workpiece surface defect dataset,Workpiece surface defect dataset,,,,public,,,https://gitcode.com/open-source-toolkit/fa031,Datasets/Public/Workpiece surface defect dataset.md
Datasets/Public/X-SDD,Datasets,X-SDD,Xsteel Surface Defect Dataset | X-SDD Database | strip steel surface defect dataset,,,,public,,,https://www.kaggle.com/datasets/sayelabualigah/x-sdd,Datasets/Public/X-SDD.md
Datasets/Public/ZJU-Leaper,Datasets,ZJU-Leaper,ZJU-Leaper dataset | ZJU-Leaper fabric dataset,,,,public,,,http://www.qaas.zju.edu.cn/zju-leaper,Datasets/Public/ZJU-Leaper.md
Domains/Automotive/Automotive damage assessment,Domains,Automotive damage assessment,,,,,,,,,Domains/Automotive/Automotive damage assessment.md
Domains/Automotive/Automotive manufacturing,Domains,Automotive manufacturing,,,,,,,,,Domains/Automotive/Automotive manufacturing.md
Domains/Automotive/Autonomous driving,Domains,Autonomous driving,,,,,,,,,Domains/Automotive/Autonomous driving.md
Domains/Emerging Domains/Aerospace and composite manufacturing,Domains,Aerospace and composite manufacturing,,emerging,,,,,,,Domains/Emerging Domains/Aerospace and composite manufacturing.md
Domains/Emerging Domains/Aircraft maintenance,Domains,Aircraft maintenance,,emerging,,,,,,,Domains/Emerging Domains/Aircraft maintenance.md
Domains/Emerging Domains/Animal tracking,Domains,Animal tracking,,emerging,,,,,,,Domains/Emerging Domains/Animal tracking.md
Domains/Emerging Domains/Construction inspection,Domains,Construction inspection,,emerging,,,,,,,Domains/Emerging Domains/Construction inspection.md
Domains/Emerging Domains/Document analysis,Domains,Document analysis,,emerging,,,,,,,Domains/Emerging Domains/Document analysis.md
Domains/Emerging Domains/Electrical power equipment inspection,Domains,Electrical power equipment inspection,Insulation partition defect inspection,emerging,,,,,,,Domains/Emerging Domains/Electrical power equipment inspection.md
Domains/Emerging Domains/Emerging Domains,Domains,Emerging Domains,,,,,,,,,Domains/Emerging Domains/Emerging Domains.md
Domains/Emerging Domains/General computer vision,Domains,General computer vision,,emerging,,,,,,,Domains/Emerging Domains/General computer vision.md
Domains/Emerging Domains/Human-computer interaction,Domains,Human-computer interaction,,emerging,,,,,,,Domains/Emerging Domains/Human-computer interaction.md
Domains/Emerging Domains/Medical imaging,Domains,Medical imaging,,emerging,,,,,,,Domains/Emerging Domains/Medical imaging.md
Domains/Emerging Domains/Natural language processing,Domains,Natural language processing,,emerging,,,,,,,Domains/Emerging Domains/Natural language processing.md
Domains/Emerging Domains/Nondestructive testing,Domains,Nondestructive testing,Industrial CT | Computed tomography inspection,emerging,,,,,,,Domains/Emerging Domains/Nondestructive testing.md
Domains/Emerging Domains/Parking lot vehicle monitoring,Domains,Parking lot vehicle monitoring,,emerging,,,,,,,Domains/Emerging Domains/Parking lot vehicle monitoring.md
Domains/Emerging Domains/Pharmaceutical packaging inspection,Domains,Pharmaceutical packaging inspection,,emerging,,,,,,,Domains/Emerging Domains/Pharmaceutical packaging inspection.md
Domains/Emerging Domains/Remanufacturing inspection,Domains,Remanufacturing inspection,Remanufacturing visual inspection | Remanufacturing quality inspection,emerging,,,,,,,Domains/Emerging Domains/Remanufacturing inspection.md
Domains/Emerging Domains/Robotic manipulation,Domains,Robotic manipulation,,emerging,,,,,,,Domains/Emerging Domains/Robotic manipulation.md
Domains/Emerging Domains/Scientific imaging,Domains,Scientific imaging,scientific images | scientific imagery,emerging,,,,,,,Domains/Emerging Domains/Scientific imaging.md
Domains/Emerging Domains/Smart manufacturing,Domains,Smart manufacturing,Intelligent manufacturing | Edge-cloud manufacturing,emerging,,,,,,,Domains/Emerging Domains/Smart manufacturing.md
Domains/Emerging Domains/Underwater object detection,Domains,Underwater object detection,,emerging,,,,,,,Domains/Emerging Domains/Underwater object detection.md
Domains/Glass/Glass inspection,Domains,Glass inspection,Screen glass inspection | Smartphone screen glass inspection | Touch-screen glass inspection,,,,,,,,Domains/Glass/Glass inspection.md
Domains/Metals/Metal inspection,Domains,Metal inspection,,,,,,,,,Domains/Metals/Metal inspection.md
Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Domains,Multi-industry anomaly detection,,,,,,,,,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection.md
Domains/Semiconductor and Electronics/Semiconductor and electronics,Domains,Semiconductor and electronics,,,,,,,,,Domains/Semiconductor and Electronics/Semiconductor and electronics.md
Domains/Solar Cells and Photovoltaic/Solar cells and photovoltaic,Domains,Solar cells and photovoltaic,,,,,,,,,Domains/Solar Cells and Photovoltaic/Solar cells and photovoltaic.md
Domains/Textiles/Textile and fiber inspection,Domains,Textile and fiber inspection,,,,,,,,,Domains/Textiles/Textile and fiber inspection.md
Learning Paradigms/Active Learning/Active learning,Learning Paradigms,Active learning,,,,,,,,,Learning Paradigms/Active Learning/Active learning.md
Learning Paradigms/Emerging Learning Paradigms/Emerging Learning Paradigms,Learning Paradigms,Emerging Learning Paradigms,,,,,,,,,Learning Paradigms/Emerging Learning Paradigms/Emerging Learning Paradigms.md
Learning Paradigms/Emerging Learning Paradigms/Fully unsupervised industrial anomaly detection,Learning Paradigms,Fully unsupervised industrial anomaly detection,FUIAD,emerging,,,,,,,Learning Paradigms/Emerging Learning Paradigms/Fully unsupervised industrial anomaly detection.md
Learning Paradigms/Few-Shot Zero-Shot Learning/Few-shot zero-shot learning,Learning Paradigms,Few-shot / zero-shot learning,Few-shot learning | Zero-shot learning,,,,,,,,Learning Paradigms/Few-Shot Zero-Shot Learning/Few-shot zero-shot learning.md
Learning Paradigms/Learning Paradigms,Learning Paradigms,Learning Paradigms,,,,,,,,,Learning Paradigms/Learning Paradigms.md
Learning Paradigms/Reinforcement Learning/Reinforcement learning,Learning Paradigms,Reinforcement learning,,,,,,,,,Learning Paradigms/Reinforcement Learning/Reinforcement learning.md
Learning Paradigms/Self-Supervised Learning/Language model pretraining,Learning Paradigms,Language model pretraining,LM pretraining,,,,,,,,Learning Paradigms/Self-Supervised Learning/Language model pretraining.md
Learning Paradigms/Self-Supervised Learning/Self-supervised learning,Learning Paradigms,Self-supervised learning,,,,,,,,,Learning Paradigms/Self-Supervised Learning/Self-supervised learning.md
Learning Paradigms/Semi-Supervised Learning/Semi-supervised learning,Learning Paradigms,Semi-supervised learning,,,,,,,,,Learning Paradigms/Semi-Supervised Learning/Semi-supervised learning.md
Learning Paradigms/Supervised Learning/Supervised learning,Learning Paradigms,Supervised learning,,,,,,,,,Learning Paradigms/Supervised Learning/Supervised learning.md
Learning Paradigms/Transfer Learning/Transfer learning,Learning Paradigms,Transfer learning,Transfer learning paradigm,,,,,,,,Learning Paradigms/Transfer Learning/Transfer learning.md
Learning Paradigms/Unsupervised Learning/Unsupervised learning,Learning Paradigms,Unsupervised learning,,,,,,,,,Learning Paradigms/Unsupervised Learning/Unsupervised learning.md
Learning Paradigms/Weakly Supervised Learning/Weakly supervised learning,Learning Paradigms,Weakly supervised learning,,,,,,,,,Learning Paradigms/Weakly Supervised Learning/Weakly supervised learning.md
Methods/Data Augmentation/ALADA,Methods,ALADA,A Lite Automatic Data Augmentation | Lite automatic data augmentation,,,,,,,,Methods/Data Augmentation/ALADA.md
